smiles,tc,dc
CCOC(=O)C1CCCCC1,6.717e+02,2.979e-01
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,7.078e+02,2.760e-01
CCCCC1(O)CCCCC1,6.906e+02,2.726e-01
CCC(CNC[C@@H](CC)C)C,6.456e+02,2.396e-01
CCOC(COC(CO)C)C,6.545e+02,2.815e-01
CCCCC(C(=O)OCC)O,7.045e+02,2.875e-01
CCOC(=O)CCC(=O)OC,6.858e+02,3.245e-01
CN(CCOC(=O)C(=C)C)C,6.707e+02,2.858e-01
CCCCC(C(C)C)CCO,6.892e+02,2.533e-01
CCC(CCCC(CO)C)C,6.807e+02,2.508e-01
CC=CC(C(C(O)(C)C)C)C,6.632e+02,2.603e-01
CC(Oc1ccc(cc1)C)C,6.784e+02,2.887e-01
C=CC(CCC=C(C)C)(O)C,6.883e+02,2.619e-01
COC(=O)C(CC(C)(C)C)C,6.319e+02,2.811e-01
CCCC(C(C(=O)CC)C)O,7.140e+02,2.780e-01
CCCCC(=O)CCC(C)C,6.665e+02,2.507e-01
CCCCCCC(OCC)C,6.196e+02,2.422e-01
CC(CCOCCC(C)C)C,6.248e+02,2.444e-01
CCC(C(C)(C)C)(C(C)C)O,6.705e+02,2.674e-01
CC(COCOCC(C)C)C,5.937e+02,2.585e-01
CC([C@@H]1CC[C@H]([C@@H](C1)O)C)C,7.147e+02,2.715e-01
CCNC(c1ccccc1)C,6.917e+02,2.786e-01
OCC(CC(C)C)CC(C)C,6.760e+02,2.524e-01
CCC(C(C(C)C)O)(CC)C,6.606e+02,2.616e-01
CCCCCC(C(C)C)(O)C,6.566e+02,2.545e-01
CCCCCCC(=O)OCC,6.395e+02,2.712e-01
COc1ccc(cc1)CC=C,7.301e+02,2.932e-01
CCCCC/C=C/C(=O)OC,6.689e+02,2.751e-01
CCCCCCC(CO)(C)C,6.678e+02,2.510e-01
C[C@H]1CCO[C@@H](O1)C(C)(C)C,6.039e+02,2.877e-01
CCCC(OCC)(OCC)C,5.961e+02,2.701e-01
CC=CC(CC(C(O)C)C)C,6.610e+02,2.566e-01
O[C@@H]1CCCC[C@H]1C(C)(C)C,7.144e+02,2.797e-01
CC(NC1CCCCC1C)C,6.685e+02,2.651e-01
CCCC(=O)CCCC(C)C,6.670e+02,2.510e-01
CCOCCCN(CC)CC,6.418e+02,2.499e-01
CCC(C(=O)C(C)(C)C)(C)C,6.609e+02,2.644e-01
CC(CCCCC(O)(C)C)C,6.573e+02,2.531e-01
CCCC(=O)OCCC(C)C,6.405e+02,2.701e-01
CCCC[C@@H]1CO[C@@H](OC1)C,6.560e+02,2.922e-01
CC(C(C(O)C)(C(C)C)C)C,7.017e+02,2.672e-01
CCCCC(C(CC)CC)O,6.578e+02,2.571e-01
CCOC(=O)C(CC(C)C)C,6.320e+02,2.744e-01
CCC(=O)OC(C(C)C)(C)C,6.147e+02,2.764e-01
CC(=O)Oc1ccc(cc1)C,7.223e+02,3.201e-01
CCCCCCCCCCN,6.821e+02,2.388e-01
CC(Oc1cccc(c1)C)C,6.823e+02,2.878e-01
C[C@H]1OCC[C@H](O1)C(C)(C)C,6.236e+02,2.907e-01
CCCCCC(CC(C)C)O,6.617e+02,2.500e-01
C[C@@H]1OC[C@@H](CO1)C(C)(C)C,6.476e+02,2.971e-01
CC(CCC(C(O)(C)C)C)C,6.599e+02,2.534e-01
CCC(=O)C(=C(CC)CC)C,6.992e+02,2.641e-01
O=C1CC(C)(C)NC(C1)(C)C,6.920e+02,2.984e-01
CCC(OC(CC)CC)CC,6.072e+02,2.495e-01
C/C=C/C(=O)OCCC(C)C,6.645e+02,2.745e-01
OCCC(CCC=C(C)C)C,7.052e+02,2.562e-01
CCCC(CCC)(CCC)O,6.518e+02,2.546e-01
OCCCC(CCC(C)C)C,6.875e+02,2.509e-01
COC(=O)OC1CCCCC1,6.828e+02,3.232e-01
CC(C(C(=O)C)(C(C)C)C)C,6.918e+02,2.695e-01
CCC(C(=O)C(C)(C)C)CC,6.482e+02,2.605e-01
CCCCOC(CCCC)C,6.122e+02,2.453e-01
CCCCCC(=O)C(C)(C)C,6.508e+02,2.566e-01
CC(CC(CC(O)(C)C)C)C,6.553e+02,2.560e-01
CCCC(C(C)C)OC(=O)C,6.212e+02,2.767e-01
CC(=O)OCC(OC(=O)C)C,6.306e+02,3.285e-01
CC(COC(=O)C=C(C)C)C,6.676e+02,2.762e-01
O=CC[C@@H](CCC=C(C)C)C,6.936e+02,2.599e-01
CCCCOC(=O)CC(C)C,6.433e+02,2.684e-01
CCCCOC(=O)C=C(C)C,6.760e+02,2.787e-01
CC(CC(CC(C)(C)C)C)O,6.618e+02,2.564e-01
CC(=O)OC(OC(=O)C)(C)C,6.342e+02,3.294e-01
CC(C=CC(=O)CC(C)C)C,6.705e+02,2.589e-01
CCCCC(CCCC)CO,6.719e+02,2.493e-01
COC(=O)/C=C(/C(=O)OC)\C,7.242e+02,3.326e-01
CC(OC(=O)CC(C)(C)C)C,6.145e+02,2.752e-01
CCCCCCOC(C)(C)C,6.067e+02,2.468e-01
CCOCC(COCCC)O,6.512e+02,2.818e-01
CCC(CCC(CC)(O)C)C,6.529e+02,2.532e-01
CCCCCCCC(CC)O,6.635e+02,2.487e-01
CCC(OCCC(C)C)(C)C,6.083e+02,2.503e-01
CC(=O)Oc1cccc(c1)C,7.219e+02,3.223e-01
CCCC(C(=O)OC)CCC,6.346e+02,2.708e-01
COC(c1ccccc1)(C)C,6.794e+02,2.963e-01
CC1(O)CCCCCCCC1,7.416e+02,2.869e-01
CC(CC(C(C)(C)C)(O)C)C,6.501e+02,2.604e-01
OC1CCC(CC1)C(C)(C)C,7.100e+02,2.758e-01
CCCCOC(C(=O)OC)C,6.217e+02,2.894e-01
CC(c1ccccc1)C(=O)C,7.236e+02,2.997e-01
CCC(C(C(C)(C)C)O)CC,6.430e+02,2.592e-01
CCOC(=O)CC[C@@H](CC)C,6.407e+02,2.769e-01
CCCCCC(=O)C(CC)C,6.576e+02,2.535e-01
CCCCCC(CCCC)O,6.728e+02,2.430e-01
COC(c1ccccc1)OC,6.916e+02,3.155e-01
CC(=O)OC1CCCCC1=C,6.756e+02,3.039e-01
CCCCCCCCN(C)C,6.556e+02,2.361e-01
CCCCCCOC(CC)C,6.148e+02,2.439e-01
COC(=O)c1ccc(cc1)C,7.361e+02,3.171e-01
CCOc1ccc(cc1)C=C,7.129e+02,2.889e-01
CCC(C(C(C)(C)C)O)(C)C,6.634e+02,2.617e-01
COc1ccc(cc1)C1CC1,7.587e+02,3.083e-01
COc1cc(C)ccc1OC,7.585e+02,3.152e-01
COC(=O)C=CCC=C(C)C,6.896e+02,2.800e-01
CCCC(C(C)C)(C(C)C)O,6.572e+02,2.630e-01
CCCC(C(CC)(CC)O)C,6.591e+02,2.569e-01
CCCCCOC(=O)C(C)C,6.371e+02,2.685e-01
CCC(=O)OC1CCCCC1,6.626e+02,2.942e-01
CCCCCC(C(=O)C)CC,6.627e+02,2.549e-01
CCC(OCC=C(C)C)(C)C,6.334e+02,2.538e-01
CCCCCCC(CC)(O)C,6.551e+02,2.529e-01
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,7.072e+02,2.733e-01
CCCCOCOCCCC,6.052e+02,2.618e-01
CCc1ccccc1C(=O)C,7.493e+02,3.034e-01
COC(=O)[C@H]1CCC[C@H](O1)C,6.636e+02,3.193e-01
O=C1CCCCC1C(C)(C)C,7.022e+02,2.874e-01
CC(CCCC(O)(C)C)(O)C,7.166e+02,2.739e-01
CCC(CC(CO)CC)CC,6.798e+02,2.535e-01
CC(=CCOCC=C(C)C)C,6.648e+02,2.589e-01
CO[C@@H]1CO[C@@H](OC1)C(C)C,6.481e+02,3.149e-01
CC(CC)CCOC(=O)C=C,6.585e+02,2.772e-01
C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,7.017e+02,2.748e-01
CC(CCC(OC(=O)C)C)C,6.239e+02,2.746e-01
CCCCCCCCCNC,6.628e+02,2.400e-01
CC(CCC(CC(C)C)O)C,6.655e+02,2.457e-01
CO[C@@H]1CO[C@H](OC1)C(C)C,6.382e+02,3.042e-01
CCCCOCCCCOC,6.384e+02,2.605e-01
CC1=CC(=O)C(CC1)C(C)C,7.343e+02,2.855e-01
CCCCCCCC[C@H](O)C,6.706e+02,2.481e-01
CC(CCOC(=O)C(C)C)C,6.337e+02,2.710e-01
CC(CC(C)(C)C)OC(=O)C,6.277e+02,2.771e-01
CCC(Oc1ccccc1)C,6.697e+02,2.888e-01
CCCCCC(=O)OCC=C,6.386e+02,2.752e-01
CCCCCCOCC(C)C,6.224e+02,2.430e-01
CC(=O)OC1(C)CCCCC1,6.477e+02,3.020e-01
CCCCCCC(C(C)C)O,6.578e+02,2.499e-01
CCCCCCCCOC=O,6.671e+02,2.727e-01
C[C@H]1C[C@@H](O)C[C@@H](C1)C(C)C,7.055e+02,2.781e-01
COC[C@@H]1CO[C@@H](OC1)C(C)C,6.689e+02,3.025e-01
C=CCc1ccc(c(c1)OC)O,8.172e+02,3.129e-01
CCCCNC1CCCCC1C,6.937e+02,2.581e-01
CCCCCCCCOC(C)C,6.374e+02,2.432e-01
CC(CCC(CC(C)C)(O)C)C,6.574e+02,2.527e-01
CC(C[C@@]1(C)OCC[C@H](O1)C)C,6.569e+02,2.836e-01
CCC(OC(=O)C(C)(C)C)(C)C,6.166e+02,2.707e-01
CCCCCC(C(=O)OC)CC,6.483e+02,2.709e-01
Cc1ccc(cc1)OC(C)(C)C,6.939e+02,2.858e-01
CCCC(=O)C(CCC)CCC,6.699e+02,2.545e-01
CCOC(=O)CCC[C@@H](CC)C,6.651e+02,2.667e-01
CC(COC(C)C)OCC(O)C,6.520e+02,2.745e-01
CCCCCCC(OCC)CC,6.344e+02,2.438e-01
C[C@H]([C@H](OC(=O)C)C)OC(=O)C,6.259e+02,3.177e-01
CCCCC(CCC(C)C)(O)C,6.687e+02,2.482e-01
CCC(CC(C)C)(CC(C)C)O,6.706e+02,2.527e-01
CCCCC(CC(CC)C)(O)C,6.720e+02,2.526e-01
OCCC(CCC(C)(C)C)(C)C,6.882e+02,2.569e-01
CC(C(CC(C)C)CC(C)C)O,6.756e+02,2.530e-01
CCC(OC(=O)C)CCC(C)C,6.441e+02,2.675e-01
CCCCCCC(OCCC)C,6.337e+02,2.437e-01
CCCCCCC(C(=O)CC)C,6.801e+02,2.509e-01
CCCCCCC(=O)OCCC,6.557e+02,2.671e-01
CCCC(OC(=O)C)CC(C)C,6.446e+02,2.697e-01
CC(OCc1ccccc1)(C)C,6.788e+02,2.797e-01
CCCCCC(C(CC)C)(O)C,6.765e+02,2.513e-01
CC(C(OC(C)C)OC(C)C)C,5.982e+02,2.628e-01
CC(C(=O)OC(C(C)C)(C)C)C,6.313e+02,2.685e-01
CO[C@@H]1CC[C@@H](CC1)C(C)(C)C,6.823e+02,2.721e-01
CC[C@H]1OCC[C@H](O1)C(C)(C)C,6.392e+02,2.880e-01
CCCCC(CCCC)(CC)O,6.718e+02,2.509e-01
CO[C@H]1OCC[C@@H](O1)C(C)(C)C,6.373e+02,3.118e-01
COCCOCCOC(C)(C)C,6.340e+02,2.749e-01
CCC(=O)OC(CC(=O)C)(C)C,6.784e+02,2.974e-01
CCCC1(C)CCCC(C1=O)C,7.103e+02,2.764e-01
CCC(=O)OCc1ccccc1,7.023e+02,3.093e-01
CC(COC(=O)[C@H](C(C)C)N)C,6.856e+02,2.802e-01
CCC1OCC(CO1)(C)C(C)C,6.626e+02,2.916e-01
CCCCC(CCC(=O)C)CC,6.860e+02,2.531e-01
OCCC(C(C)(C)C)C(C)(C)C,7.308e+02,2.666e-01
CCCCCCC(CCC)(O)C,6.753e+02,2.458e-01
COC(=O)CC(CC)(CC)CC,6.769e+02,2.808e-01
CCCCCCCC(OCC)C,6.364e+02,2.416e-01
CCOC(=O)C(N(CC)CC)C,6.583e+02,2.747e-01
CCCCOCCCCCOC,6.577e+02,2.567e-01
CCCCCC(=O)OCCCC,6.576e+02,2.670e-01
CCCCCOC(=O)CCCC,6.596e+02,2.661e-01
CCCCC(C(C)C)OC(=O)C,6.417e+02,2.670e-01
C[C@H]1C[C@H](O)C[C@H](C1)C(C)(C)C,7.153e+02,2.736e-01
CCCCCC(C(C=C)CC)O,6.778e+02,2.513e-01
CCCCCCCCOCC=C,6.489e+02,2.475e-01
CCCCC(C(C)C)(CCC)O,6.737e+02,2.539e-01
CCCC(=O)OCC(CC)CC,6.539e+02,2.668e-01
CCOC(=O)/C=C/C(=O)OCC,7.437e+02,3.151e-01
CCC(=O)OCCOC(=O)CC,6.625e+02,3.121e-01
CC(CO[C@H]1CCC[C@H](O1)C)C,6.421e+02,2.749e-01
CCCC(C(CCC(C)C)O)C,6.751e+02,2.458e-01
CCCCCCCCOCCC,6.424e+02,2.415e-01
CCCOC(=O)C(CCC)CC,6.491e+02,2.682e-01
CCC(OC1CCCCC1)(C)C,6.560e+02,2.684e-01
CCC(C(C(C)(C)C)(O)C)(C)C,7.006e+02,2.682e-01
CCCCCC(OC(=O)CC)C,6.443e+02,2.649e-01
C[C@]1(O)CC[C@@H](CC1)C(C)(C)C,7.172e+02,2.774e-01
CCCCC(CC(C)(C)C)(O)C,6.707e+02,2.557e-01
CCCC(=O)OCCC(CC)C,6.608e+02,2.672e-01
CCO[C@@H]1CCC[C@@H](O1)OCC,6.458e+02,3.032e-01
CCCCC(=O)OC(CCC)C,6.458e+02,2.650e-01
COc1ccc(cc1)C(C)(C)C,7.364e+02,2.844e-01
CCCCCC(CCCC)(O)C,6.763e+02,2.450e-01
CCC(OC(OC(CC)C)C)C,6.056e+02,2.582e-01
CCC(OC(=O)C)COC(=O)C,6.493e+02,3.142e-01
CCCCCCCCCN(C)C,6.705e+02,2.376e-01
CCCCCCC(=O)OC(C)C,6.483e+02,2.622e-01
CCCCCCOC(=O)C(O)C,7.184e+02,2.841e-01
CC(=O)OCCC(OC(=O)C)C,6.970e+02,3.167e-01
COC(=O)CC(CC(C)C)(C)C,6.643e+02,2.781e-01
COCCOCCOCCOC,6.598e+02,2.944e-01
CC/C=C\CCOC(=O)CCC,6.763e+02,2.696e-01
CCCOC(=O)C(N(C)C)(C)C,6.594e+02,2.815e-01
CC(OC(=O)c1ccccc1)C,7.172e+02,3.055e-01
CC(=CCC(C(=O)C)C(=C)C)C,7.044e+02,2.640e-01
CCCCCCC(CC=C)(O)C,6.788e+02,2.519e-01
CC(CC(C)(C)C)CCC(=O)C,6.876e+02,2.547e-01
CCO[C@@H]1CO[C@@H](OC1)C(C)C,6.522e+02,2.981e-01
CCCCOC(=O)OCCCC,6.623e+02,2.855e-01
O=C(CC(C)(C)C)CC(C)(C)C,6.601e+02,2.571e-01
CCCCCCCOC(=O)CC,6.555e+02,2.704e-01
COC(=O)CC(CC(=O)OC)C,7.073e+02,3.142e-01
CCCCCC(CCC(C)C)O,6.849e+02,2.441e-01
CO[C@]1(C)OC[C@H](CO1)C(C)C,6.709e+02,3.099e-01
C=CCCC(N(CC)CC)CC,6.667e+02,2.416e-01
CCOC(=O)CCC(=O)OCC,6.932e+02,3.123e-01
CCCC(OC(C)C)OC(C)C,6.014e+02,2.600e-01
CCCCC(C(CCC)O)CC,6.722e+02,2.477e-01
CCCCCC(=O)OC(CC)C,6.449e+02,2.660e-01
CC1(C)OCC(CO1)C(C)(C)C,6.762e+02,2.931e-01
C[C@H]([C@@H](OC(=O)C)C)OC(=O)C,6.417e+02,3.161e-01
CC(CC(CC(C)(C)C)(O)C)C,6.699e+02,2.579e-01
CCCCOC(=O)CC(C)(C)C,6.539e+02,2.683e-01
CC=CCCCCN(CC)CC,6.666e+02,2.387e-01
CCCCCCN1CCCCC1,7.035e+02,2.516e-01
CCCNC(CC(C)(C)C)(C)C,6.579e+02,2.478e-01
CC(NCCNC(C)(C)C)(C)C,6.654e+02,2.499e-01
CO[C@]1(C)OC[C@@H](CO1)C(C)C,6.646e+02,3.034e-01
CCCCCCOC(=O)C(C)C,6.545e+02,2.630e-01
CC[C@@H]1OC[C@@](CO1)(C)C(C)C,6.668e+02,2.870e-01
CCCCCCCCOCC(C)C,6.591e+02,2.381e-01
CCCCCC(OCC)CCCC,6.483e+02,2.428e-01
CCCCC(OC(=O)CCCC)C,6.629e+02,2.614e-01
CCCCCCCCCCOCC,6.695e+02,2.362e-01
C=CCOC(=O)C(OC(=O)C)(C)C,6.506e+02,3.086e-01
CCOC(=O)CCCCCC(C)C,6.809e+02,2.614e-01
CCC(CC(CCOC(=O)C)C)C,6.809e+02,2.676e-01
CCCCCCCCC(=O)OCC,6.746e+02,2.648e-01
CC(CN(CC(C)C)CC(C)C)C,6.846e+02,2.414e-01
CCCCCCC(OCCC)CC,6.461e+02,2.432e-01
CCCCCCCOC(=O)C(=C)C,6.840e+02,2.668e-01
CCCCCCCCCOC(=O)C,6.869e+02,2.621e-01
CC(COC(COC(C)(C)C)C)O,6.610e+02,2.698e-01
CCCCN(CCCC)CCCC,6.753e+02,2.330e-01
CCCC(=O)OC(C(CC)C)CC,6.621e+02,2.647e-01
CCN(CCOC(=O)C(=C)C)CC,6.881e+02,2.756e-01
CCC(C(CCCC(C)C)C)(O)C,6.887e+02,2.497e-01
CCOC(c1ccccc1)OCC,6.814e+02,2.903e-01
COC[C@]1(C)OC[C@H](CO1)C(C)C,7.093e+02,2.962e-01
CCC(C1CCCCC1)OC(=O)C,6.949e+02,2.878e-01
CC([C@@H]1CO[C@](OC1)(C)C(C)C)C,6.941e+02,2.832e-01
CC(CC(C(C)(C)C)(C(C)C)O)C,7.005e+02,2.613e-01
CCCCCCC(OC(=O)CC)C,6.624e+02,2.617e-01
CC(CCC(CCC(C)C)(O)C)C,6.819e+02,2.465e-01
CC([C@@H]1CO[C@@H](OC1)C(C)(C)C)C,6.733e+02,2.832e-01
O=C(C(C)(C)C)OC1CCCCC1,6.768e+02,2.829e-01
CC/C=C\CCOC(=O)C(CC)C,6.865e+02,2.659e-01
CC(OC(=O)C=C)CCCCCC,6.707e+02,2.691e-01
CCCCCCC(CC(=O)OC)C,6.844e+02,2.635e-01
COCCOCCOC(=O)C(=C)C,6.930e+02,2.963e-01
CCC(NC(CC(C)(C)C)(C)C)C,6.709e+02,2.493e-01
CC([C@@H]1OC[C@](CO1)(C)C(C)C)C,6.706e+02,2.791e-01
CC(C(OC(=O)C(C)(C)C)(C)C)C,6.469e+02,2.696e-01
CCCC(C(C)(C)C)(C(C)(C)C)O,7.098e+02,2.657e-01
O=C(c1ccccc1)OC(C)(C)C,7.147e+02,3.020e-01
COC[C@]1(C)OC[C@@H](CO1)C(C)C,6.941e+02,3.011e-01
CCOC(=O)CC(CC(C)C)(C)C,6.773e+02,2.679e-01
CCCCCCC(=O)OC(CC)C,6.610e+02,2.641e-01
CC([C@@H]1CO[C@H](OC1)C(C)(C)C)C,6.692e+02,2.779e-01
CC(CC(OC(=O)C(C)C)(C)C)C,6.537e+02,2.657e-01
CCCCCCC(OCC)OCC,6.384e+02,2.531e-01
CCCCCCC(=O)OC(C)(C)C,6.521e+02,2.633e-01
CCCCC(C(=O)OC)CCCC,6.674e+02,2.631e-01
CC(C(CC(C)C)(CC(C)C)O)C,6.900e+02,2.533e-01
CC([C@@H]1CO[C@@](OC1)(C)C(C)C)C,6.885e+02,2.832e-01
CCCC[C@H](C(=O)OCC)CCC,6.582e+02,2.625e-01
CCCCCC(C(=O)OCC)CC,6.625e+02,2.628e-01
COCC[C@@H]1CO[C@@H](OC1)C(C)C,6.959e+02,2.943e-01
CCCCCCC(=O)OCCCC,6.795e+02,2.602e-01
CC([C@@H]1OC[C@@](CO1)(C)C(C)C)C,6.791e+02,2.796e-01
CCOC(=O)CC(CC(C)(C)C)C,6.699e+02,2.677e-01
CCCC(=O)OC1CCCC(C1)C,6.881e+02,2.812e-01
CCCCCCCOCCCCC,6.654e+02,2.394e-01
CCCCOC(OCCCC)(C)C,6.399e+02,2.553e-01
CCCCC(OC(=O)C)CC(C)C,6.576e+02,2.638e-01
CCCCCCCC(OC(=O)C)C,6.692e+02,2.609e-01
CC(CC(OC(=O)C(C)(C)C)(C)C)C,6.601e+02,2.657e-01
CCCC(OCC(C)C)OCC(C)C,6.434e+02,2.507e-01
CC(C(=O)OCCOC(=O)C(C)C)C,6.783e+02,2.948e-01
CCCCOC(=O)C(CCCC)CC,6.824e+02,2.572e-01
CCCCCCC(OC(=O)CCC)C,6.763e+02,2.587e-01
CC([C@@H]1CO[C@@](OC1)(C)C(C)(C)C)C,7.019e+02,2.773e-01
CC(CC(COC(=O)C(C)C)(C)C)C,6.664e+02,2.654e-01
CCC(C(OC)(CC)CC)(OC)CC,7.113e+02,2.728e-01
CCC(CC(CC(C)(C)C)C)(CC)O,6.975e+02,2.523e-01
CCC(OC(=O)C)(CCCC(C)C)C,6.647e+02,2.648e-01
CC([C@@H]1CO[C@](OC1)(C)C(C)(C)C)C,7.158e+02,2.816e-01
O=C(OC(C(C)C)(C)C)CC(C)(C)C,6.736e+02,2.660e-01
C[C@@H]1CC[C@@H](CC1)OC(=O)C(C)(C)C,6.949e+02,2.784e-01
CCCC(C(C(C)(C)C)(O)C)CCC,7.063e+02,2.554e-01
CCCC(COC(=O)C(CCC)C)C,6.800e+02,2.608e-01
CCCCCOC(CC(C)(C)C)(C)C,6.720e+02,2.469e-01
CCC(OCCCCOC(CC)C)C,6.520e+02,2.518e-01
CCCCCCCC(=O)OC(C)(C)C,6.709e+02,2.575e-01
CCC(C(CC)C)OC(=O)CC(C)C,6.785e+02,2.626e-01
CC(OC(=O)CCC(=O)OC(C)C)C,6.875e+02,2.942e-01
CC(CC(C(C)(C)C)(C(C)(C)C)O)C,7.346e+02,2.622e-01
CCCC(OC(=O)C)(CCC(C)C)C,6.666e+02,2.602e-01
CC([C@H]1CCO[C@@H](O1)C(C)(C)C)(C)C,6.596e+02,2.808e-01
CC([C@@H]1OC[C@H](CO1)C(C)(C)C)(C)C,6.815e+02,2.794e-01
COC(=O)C(C(C)(C)C)(CC(C)(C)C)C,7.145e+02,2.730e-01
CC(CCCC(OC(=O)C(C)C)(C)C)C,6.756e+02,2.582e-01
CC(CC(OC(=O)CC(C)(C)C)(C)C)C,6.877e+02,2.648e-01
Nc1ccccc1,7.188e+02,3.204e-01
COC(N(C)C)OC,5.900e+02,2.951e-01
Cc1ccccc1N,7.322e+02,3.091e-01
CN(c1ccccc1)C,7.142e+02,2.927e-01
Cc1c(C)cccc1N,7.661e+02,2.980e-01
COC(N(C)C)(OC)C,6.205e+02,2.899e-01
CNc1ccc(cc1)C,7.323e+02,2.932e-01
Cc1ccc(c(c1)N)C,7.545e+02,2.968e-01
CCCNc1ccccc1,7.279e+02,2.850e-01
Cc1cccc(c1)N(C)C,7.347e+02,2.818e-01
CN(c1ccccc1C)C,7.183e+02,2.896e-01
CCc1ccc(cc1)N(C)C,7.480e+02,2.799e-01
CN(c1ccc(cc1)C(C)(C)C)C,7.743e+02,2.737e-01
CC[C@@H](C(C)C)C,5.323e+02,2.402e-01
CC(C1CCC(C(C1)C)C)C,6.690e+02,2.541e-01
CC1CC2C(C1)CCCCC2,7.102e+02,2.694e-01
CCC(C1CCCCC1)(C)C,6.720e+02,2.609e-01
CC(C(CC(C)(C)C)(C)C)C,6.528e+02,2.423e-01
CCCCC1CCCCCC1,6.820e+02,2.551e-01
CC(CC(C(C)(C)C)(C)C)C,6.418e+02,2.447e-01
CC(C(C)(C)C)CC(C)(C)C,6.359e+02,2.413e-01
C[C@@H]1CCC[C@@H]2[C@@H]1CCCC2,7.079e+02,2.843e-01
CC(C1CC(C(C1C)C)C)C,6.617e+02,2.562e-01
C[C@@H]1CCC[C@H]2[C@@H]1CCCC2,7.141e+02,2.795e-01
CCC1CCCCC1C(C)C,6.787e+02,2.590e-01
CC(CCCCCCC(C)C)C,6.563e+02,2.287e-01
C[C@@H]1CC[C@@H]2[C@@H](C1)CC[C@@H](C2)C,7.223e+02,2.680e-01
CC(CC(CCC(C)(C)C)C)C,6.469e+02,2.284e-01
CCCCC[C@@H]1CC[C@@H](CC1)C,6.851e+02,2.465e-01
CCC1CC(CC)CC(C1)CC,6.726e+02,2.537e-01
CCCC(C(C)(C)C)(CCC)C,6.651e+02,2.439e-01
C[C@@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1C,7.293e+02,2.699e-01
CCCCCCCC(CC(C)C)C,6.596e+02,2.345e-01
CC(/C=C/C(C)C)C,5.474e+02,2.366e-01
CC1CC=CC(C1)C,6.052e+02,2.596e-01
C=C/C=C\C=C/C=C,6.000e+02,2.548e-01
C=C/C=C/C=C/C=C,6.038e+02,2.527e-01
C=CC1CC2CC1CC2,6.333e+02,2.766e-01
CC=CC1=CCCCC1,6.655e+02,2.691e-01
CC(C(=C)C(C)(C)C)C,5.954e+02,2.400e-01
CC(C=CC=C(C)C)C,6.221e+02,2.378e-01
CC(=C1CCCCC1)C,6.654e+02,2.632e-01
CCCC=C(CC)CC,5.953e+02,2.421e-01
CC1=CCCCCCC1,6.675e+02,2.733e-01
CCCCC(C=C)(C)C,5.743e+02,2.454e-01
CC(C1CCCC=C1)C,6.364e+02,2.638e-01
CC=C(C=CC(C)C)C,6.100e+02,2.449e-01
CC(C(C=C)C)CCC,5.894e+02,2.385e-01
CC(=C)C1=CCCCC1,6.544e+02,2.738e-01
CCC(C(=C)C(C)C)C,5.959e+02,2.392e-01
C=CC=C1CCC=CC1,6.780e+02,2.755e-01
CC=C(CC(C)(C)C)C,6.000e+02,2.445e-01
CCC(=CCC(C)C)C,5.935e+02,2.366e-01
CCC1=CC=C(CC1)C,6.661e+02,2.665e-01
CC1CC2CCC1C=C2,6.402e+02,2.921e-01
CCC1=C(C)CCCC1,6.489e+02,2.671e-01
C=CC(CC=C(C)C)C,5.985e+02,2.451e-01
Cc1cccc(c1)C(C)C,6.611e+02,2.712e-01
C=Cc1cc(C)cc(c1)C,6.820e+02,2.754e-01
CCCC/C=C/CCCC,6.099e+02,2.383e-01
C/C=C(/CCC=C(C)C)\C,6.378e+02,2.434e-01
CCCC=CCCC(C)C,6.115e+02,2.356e-01
CCc1cccc(c1)C=C,6.674e+02,2.785e-01
C=Cc1ccc(c(c1)C)C,6.898e+02,2.781e-01
CCCCC(=C)C=C(C)C,6.358e+02,2.457e-01
CCCCC=CCCCC,6.183e+02,2.337e-01
C=Cc1cc(C)ccc1C,6.768e+02,2.820e-01
C=Cc1ccc(cc1C)C,6.808e+02,2.795e-01
C=C1CCCCCCCC1,6.999e+02,2.712e-01
CCc1cc(C)cc(c1)C,6.694e+02,2.711e-01
CC1(C)CCC(C=C1)(C)C,6.210e+02,2.611e-01
Cc1cccc(c1)C(=C)C,6.582e+02,2.767e-01
C=CCC(CC(C)C)(C)C,6.104e+02,2.451e-01
CC1CCC(=CC1)C(=C)C,6.747e+02,2.659e-01
CC(=C)CC1=CCCCC1,6.654e+02,2.651e-01
CC1=CCCC(C1)C(=C)C,6.782e+02,2.651e-01
CC(C=CC(C)(C)C)(C)C,5.655e+02,2.422e-01
CCCCC=CC(C)(C)C,5.987e+02,2.356e-01
CC(=C)Cc1ccccc1,6.731e+02,2.800e-01
CC(C1CCC=CC1)(C)C,6.589e+02,2.719e-01
C=CCCC(CC=C)(C)C,6.168e+02,2.425e-01
CCc1cc(C)ccc1C,6.710e+02,2.769e-01
CCC(C(=C)C(C)C)(C)C,6.144e+02,2.462e-01
C1CCCCC=CCCC1,6.994e+02,2.708e-01
CCCCC(=CCCC)C,6.222e+02,2.393e-01
CC1CCC(=C(C)C)CC1,6.774e+02,2.629e-01
C=C[C@@H](CCCC(C)C)C,6.111e+02,2.356e-01
CC(=C)C1CCCCCCC1,7.173e+02,2.641e-01
