smiles,tc,dc
C=Cc1cccc(c1)O,7.766e+02,3.140e-01
C=Cc1ccc(cc1)O,7.715e+02,3.141e-01
CCOc1ccccc1,6.565e+02,3.030e-01
OCCc1ccccc1,7.477e+02,3.129e-01
OCc1ccccc1C,7.566e+02,3.101e-01
OCc1cccc(c1)C,7.519e+02,3.090e-01
OCc1ccc(cc1)C,7.530e+02,3.062e-01
CC(c1ccccc1)O,7.301e+02,3.080e-01
CCc1ccccc1O,7.234e+02,3.104e-01
CCc1cccc(c1)O,7.487e+02,3.081e-01
CCc1ccc(cc1)O,7.543e+02,3.039e-01
Cc1c(C)cccc1O,7.520e+02,3.104e-01
Cc1ccc(c(c1)C)O,7.381e+02,3.057e-01
Cc1ccc(c(c1)O)C,7.466e+02,3.046e-01
Cc1cccc(c1O)C,7.398e+02,3.088e-01
Oc1ccc(c(c1)C)C,7.671e+02,3.095e-01
Cc1cc(C)cc(c1)O,7.574e+02,3.052e-01
COCc1ccccc1,6.572e+02,3.051e-01
COc1ccccc1C,6.845e+02,3.064e-01
COc1cccc(c1)C,6.910e+02,3.050e-01
COc1ccc(cc1)C,6.875e+02,3.047e-01
C/C=C/C=C/C=C/C=O,6.973e+02,2.753e-01
C[C@@H](c1ccccc1)O,7.298e+02,3.093e-01
C[C@H](c1ccccc1)O,7.285e+02,3.091e-01
NCCc1ccccc1,7.152e+02,2.972e-01
NCc1ccccc1C,7.185e+02,2.976e-01
NCc1cccc(c1)C,7.143e+02,2.930e-01
NCc1ccc(cc1)C,7.127e+02,2.942e-01
CNCc1ccccc1,6.868e+02,2.898e-01
CC(c1ccccc1)N,6.946e+02,2.980e-01
C[C@@H](c1ccccc1)N,6.927e+02,2.962e-01
C[C@H](c1ccccc1)N,6.954e+02,2.972e-01
CC(=O)C1=CCCCC1,6.944e+02,3.012e-01
CC1=C(C)CCCC1=O,7.135e+02,2.971e-01
CC1CC=C(C(=O)C1)C,6.897e+02,2.963e-01
CC1=CC(=O)C(CC1)C,6.908e+02,2.941e-01
C/C=C\1/CCCCC1=O,7.116e+02,2.969e-01
O=C1CCC2CC1CC2,6.857e+02,3.165e-01
O=C1CCC(C=C1)(C)C,6.833e+02,2.977e-01
O=CC1CC=CCC1C,6.891e+02,2.994e-01
CC(=O)C1CCCCC1,6.692e+02,2.934e-01
O=C1CCCCCCC1,7.045e+02,3.016e-01
CC1CCCCCC1=O,6.821e+02,2.943e-01
CC(=O)C1(C)CCCC1,6.475e+02,2.898e-01
CC1CCCC1C(=O)C,6.632e+02,2.875e-01
OC1CCCCCC=C1,7.507e+02,3.028e-01
O=C1CCCCC1(C)C,6.518e+02,2.966e-01
CC1C(C)CCCC1=O,6.667e+02,2.919e-01
C[C@H]1[C@H](C)CCCC1=O,6.705e+02,2.891e-01
O=C1C(C)CCCC1C,6.552e+02,2.930e-01
O=C1CCCC(C1)(C)C,6.582e+02,2.959e-01
O=C1CCC(C(C1)C)C,6.752e+02,2.900e-01
C[C@@H]1C[C@H](C)CC(=O)C1,6.660e+02,2.916e-01
O=C1CCC(CC1)(C)C,6.594e+02,2.967e-01
CC/C(=C(/C(=O)C)\C)/C,6.702e+02,2.719e-01
CC=C(C(C(=O)C)C)C,6.508e+02,2.683e-01
C/C=C(/CCC(=O)C)\C,6.516e+02,2.699e-01
CC(C/C=C/C(=O)C)C,6.474e+02,2.624e-01
CC(=O)CC=CC(C)C,6.282e+02,2.645e-01
CC(=O)CCC=C(C)C,6.509e+02,2.667e-01
CCC(=CC(=O)CC)C,6.628e+02,2.664e-01
CCC(=O)C/C(=C/C)/C,6.389e+02,2.671e-01
C/C=C/C(=O)C(CC)C,6.294e+02,2.646e-01
CC=CC(=O)CC(C)C,6.396e+02,2.655e-01
CCC1CCC(=O)CC1,6.775e+02,2.886e-01
C=CCC(CC=C)(O)C,6.360e+02,2.683e-01
CCC/C=C(/C=O)\CC,6.670e+02,2.665e-01
CCCCC(=O)/C=C/C,6.419e+02,2.632e-01
CCCCC/C=C/C=O,6.561e+02,2.631e-01
CCCC/C=C/C(=O)C,6.499e+02,2.640e-01
CC/C=C/C(C=O)CC,6.317e+02,2.624e-01
C/C=C/C1CCCCN1,6.537e+02,2.728e-01
NCCC1=CCCCC1,6.916e+02,2.841e-01
N1CC2CCC(C1)CC2,6.875e+02,3.073e-01
C=CCN1CCCCC1,6.493e+02,2.688e-01
NCC1CC2CC1CC2,6.863e+02,2.921e-01
CCCCC(C=O)CC,6.248e+02,2.615e-01
CCCCCCCC=O,6.398e+02,2.587e-01
O=CCCCC(CC)C,6.382e+02,2.622e-01
CCCC(C=O)CCC,6.281e+02,2.583e-01
CCCCCCC(=O)C,6.356e+02,2.596e-01
CC(CC(=O)C(C)C)C,6.162e+02,2.628e-01
CCCC(=O)C(C)(C)C,6.022e+02,2.675e-01
CCCC(C(=O)C)(C)C,6.152e+02,2.681e-01
CCC(C(C(=O)C)C)C,6.281e+02,2.666e-01
CCC(=O)C(CC)(C)C,6.191e+02,2.622e-01
CCC(C(=O)C)C(C)C,6.239e+02,2.679e-01
CCCCC(=O)C(C)C,6.224e+02,2.579e-01
CCCC(=O)CC(C)C,6.241e+02,2.582e-01
CCCCC(C(=O)C)C,6.241e+02,2.631e-01
CCCC(=O)C(CC)C,6.194e+02,2.606e-01
CCC(CC(=O)CC)C,6.302e+02,2.584e-01
CC(CCCC(=O)C)C,6.363e+02,2.581e-01
CCC(=O)CCC(C)C,6.251e+02,2.604e-01
CCCCCC(=O)CC,6.282e+02,2.590e-01
CCCCC(=O)CCC,6.257e+02,2.598e-01
CC(C(=O)C(C)(C)C)C,6.075e+02,2.629e-01
OCCC1CCCCC1,6.997e+02,2.850e-01
OC1CCCCCCC1,7.041e+02,2.926e-01
CC1(O)CCCCCC1,6.717e+02,2.923e-01
OCC1CCC(CC1)C,6.911e+02,2.828e-01
CC(C1CCCCC1)O,6.672e+02,2.871e-01
OC[C@@H]1CCCC[C@@H]1C,6.945e+02,2.874e-01
OC[C@@H]1CCCC[C@H]1C,6.953e+02,2.885e-01
OC1CCCCC1(C)C,6.543e+02,2.898e-01
CC1CCC(C(C1)C)O,6.481e+02,2.802e-01
CC1CCCC(C1O)C,6.434e+02,2.809e-01
OC1CCCC(C1)(C)C,6.776e+02,2.880e-01
OC1CCC(C(C1)C)C,6.808e+02,2.847e-01
CC1CC(C)CC(C1)O,6.796e+02,2.828e-01
OC1CCC(CC1)(C)C,6.645e+02,2.874e-01
CC1CCC(CC1)(C)O,6.577e+02,2.860e-01
CC(=CC(C(C)C)O)C,6.468e+02,2.607e-01
C=CC(CC(C)C)(O)C,6.445e+02,2.615e-01
C=CCCCC(O)(C)C,6.254e+02,2.641e-01
OCCC(CCC=C)C,6.654e+02,2.630e-01
CCCC(CC=C)(O)C,6.245e+02,2.624e-01
CC/C=C(/C(CC)O)\C,6.516e+02,2.597e-01
C[C@H](CCC=C(C)C)O,6.502e+02,2.631e-01
CCCCC(CC=C)O,6.382e+02,2.560e-01
CCCCC/C=C/CO,6.766e+02,2.577e-01
OCCCCC=CCC,6.593e+02,2.638e-01
CCC1(O)CCCCC1,6.463e+02,2.836e-01
CCC1CCC(CC1)O,6.629e+02,2.849e-01
OCCCC1CCCC1,7.026e+02,2.821e-01
CCC1CCCCC1O,6.515e+02,2.847e-01
CC(CCC=C(C)C)O,6.537e+02,2.605e-01
CCCCCC(C=C)O,6.497e+02,2.583e-01
CCCCC[C@H](C=C)O,6.519e+02,2.581e-01
CCC(C(=O)C)(CC)C,6.267e+02,2.668e-01
CCC(CCC(=O)C)C,6.360e+02,2.609e-01
CN(C1CCCCC1)C,6.359e+02,2.721e-01
CCNC1CCCCC1,6.339e+02,2.694e-01
NC1CCCCCCC1,6.924e+02,2.841e-01
CNC1CCC(CC1)C,6.413e+02,2.714e-01
CCC1CCCCC1N,6.515e+02,2.770e-01
CC(N1CCCCC1)C,6.350e+02,2.654e-01
CCCN1CCCCC1,6.415e+02,2.611e-01
CCC[C@H]1CCCCN1,6.395e+02,2.708e-01
CCCC1CCNCC1,6.525e+02,2.703e-01
CC1CCNC(C1)(C)C,6.229e+02,2.747e-01
CC1CC(C)NC(C1)C,6.220e+02,2.703e-01
C1CCCCCNCC1,6.982e+02,2.787e-01
C[C@@H](C1CCCCC1)N,6.613e+02,2.766e-01
CC1C(C)CCCC1N,6.544e+02,2.780e-01
C[C@H](C1CCCCC1)N,6.607e+02,2.784e-01
CC(C1CCNCC1)C,6.626e+02,2.716e-01
NCCC1CCCCC1,6.729e+02,2.737e-01
CCC1CCC(NC1)C,6.372e+02,2.710e-01
CNCC1CCCCC1,6.529e+02,2.706e-01
CCCCCCCCO,6.568e+02,2.543e-01
CCCCCCC(O)C,6.370e+02,2.535e-01
CCCCCC(CC)O,6.288e+02,2.522e-01
CCCCC(CCC)O,6.267e+02,2.537e-01
CCCCCC(CO)C,6.433e+02,2.622e-01
CCCCC(CCO)C,6.510e+02,2.601e-01
CCCC(CCCO)C,6.540e+02,2.584e-01
OCCCCC(CC)C,6.527e+02,2.650e-01
OCCCCCC(C)C,6.532e+02,2.566e-01
CCCCCC(O)(C)C,6.190e+02,2.552e-01
CCCCC(C(O)C)C,6.269e+02,2.625e-01
CCCC(CC(O)C)C,6.311e+02,2.633e-01
CCC(CCC(O)C)C,6.398e+02,2.651e-01
CC(CCCC(O)C)C,6.320e+02,2.546e-01
CCCCC(C(C)C)O,6.203e+02,2.528e-01
CCCCC(CC)(O)C,6.157e+02,2.620e-01
CCCC(C(CC)O)C,6.161e+02,2.598e-01
CCC(CC(CC)O)C,6.203e+02,2.619e-01
CCC(CCC(C)C)O,6.257e+02,2.517e-01
CCCC(CC(C)C)O,6.191e+02,2.566e-01
CCCC(C(CC)C)O,6.200e+02,2.547e-01
CCCC(CCC)(O)C,6.166e+02,2.568e-01
CCCCC(CO)CC,6.465e+02,2.550e-01
CCCC(CCO)CC,6.516e+02,2.619e-01
OCCCC(CC)CC,6.539e+02,2.606e-01
CCCCC(CO)(C)C,6.295e+02,2.577e-01
CCC(CC(CO)C)C,6.449e+02,2.578e-01
OCC(CCC(C)C)C,6.369e+02,2.604e-01
CCCC(CCO)(C)C,6.582e+02,2.596e-01
OCCC(C(CC)C)C,6.595e+02,2.639e-01
OCCC(CC(C)C)C,6.512e+02,2.617e-01
OCCCC(CC)(C)C,6.589e+02,2.599e-01
OCCCC(C(C)C)C,6.559e+02,2.624e-01
OCCCCC(C)(C)C,6.441e+02,2.622e-01
CCCC(C(O)(C)C)C,6.236e+02,2.603e-01
CCC(CC(O)(C)C)C,6.118e+02,2.641e-01
CC(CCC(O)(C)C)C,6.134e+02,2.614e-01
CCCC(C(O)C)(C)C,6.254e+02,2.600e-01
CCC(C(C(O)C)C)C,6.267e+02,2.631e-01
CC(CC(C(O)C)C)C,6.235e+02,2.593e-01
CC(CCC(C)(C)C)O,6.266e+02,2.619e-01
CCCC(CC)(CC)O,6.137e+02,2.603e-01
CCC(C(CC)O)CC,6.200e+02,2.584e-01
CCCC(C(C)(C)C)O,6.064e+02,2.598e-01
CCCC(C(C)C)(O)C,6.189e+02,2.609e-01
CCC(C(C(C)C)O)C,6.164e+02,2.595e-01
CC(CC(C(C)C)O)C,6.102e+02,2.603e-01
CCC(C(CC)(O)C)C,6.247e+02,2.572e-01
CCC(CC(C)C)(O)C,6.145e+02,2.617e-01
CCC(C(CC)(C)C)O,6.130e+02,2.637e-01
CCC(CC(C)(C)C)O,6.070e+02,2.637e-01
CCCC(CCC)CO,6.385e+02,2.617e-01
CCCC(CO)(CC)C,6.358e+02,2.633e-01
CCC(CC(C)C)CO,6.466e+02,2.549e-01
OCCC(CC)(CC)C,6.666e+02,2.691e-01
CCC(C(CO)(C)C)C,6.455e+02,2.662e-01
OCC(CC(C)C)(C)C,6.309e+02,2.639e-01
OCC(C(C(C)C)C)C,6.595e+02,2.604e-01
OCC(CC(C)(C)C)C,6.395e+02,2.629e-01
OCCC(C(C)C)(C)C,6.694e+02,2.689e-01
OCCC(C(C)(C)C)C,6.642e+02,2.651e-01
CCC(C(O)(C)C)CC,6.268e+02,2.627e-01
CCC(C(O)C)(CC)C,6.285e+02,2.670e-01
CCC(C(O)C)C(C)C,6.314e+02,2.623e-01
CCC(C(O)(C)C)(C)C,6.254e+02,2.673e-01
CC(C(C(O)(C)C)C)C,6.285e+02,2.643e-01
CC(CC(O)(C)C)(C)C,6.157e+02,2.649e-01
CC(C(C(O)C)(C)C)C,6.384e+02,2.645e-01
CC(C(C(C)(C)C)C)O,6.406e+02,2.651e-01
CCC(C(C)C)(CC)O,6.171e+02,2.641e-01
CCC(C(C)(C)C)(O)C,6.165e+02,2.648e-01
CC(C(C(C)(C)C)O)C,6.057e+02,2.607e-01
CC(C(C(C)C)(O)C)C,6.172e+02,2.652e-01
OCC(C(C)C)C(C)C,6.595e+02,2.623e-01
CCC(CO)(CC)CC,6.442e+02,2.658e-01
CCC(C(C)(C)C)CO,6.465e+02,2.650e-01
OCC(C(C)(C)C)(C)C,6.473e+02,2.721e-01
CCCCOCCCC,5.739e+02,2.503e-01
CCC(OC(CC)C)C,5.546e+02,2.550e-01
CC(OC(C)(C)C)(C)C,5.559e+02,2.595e-01
CCCCOCC(C)C,5.683e+02,2.492e-01
CC(COC(C)(C)C)C,5.455e+02,2.534e-01
CC[C@H](O[C@@H](CC)C)C,5.569e+02,2.511e-01
CCCCCCOCC,5.765e+02,2.526e-01
CCCCCCCOC,5.944e+02,2.540e-01
CCCCCC[C@H](O)C,6.317e+02,2.596e-01
CCCCCC[C@@H](O)C,6.330e+02,2.556e-01
CC(COCC(C)C)C,5.608e+02,2.483e-01
CCCCCCCCN,6.380e+02,2.471e-01
CCCCC(CN)CC,6.354e+02,2.468e-01
CC(CCCC(N)C)C,6.205e+02,2.492e-01
CCCCCCC(N)C,6.277e+02,2.435e-01
CCCCCCCNC,6.226e+02,2.433e-01
CCCCCCNCC,6.138e+02,2.420e-01
CCCCNCCCC,6.161e+02,2.376e-01
CC(CNCC(C)C)C,5.967e+02,2.419e-01
CCC(NC(CC)C)C,5.896e+02,2.486e-01
CCCCCC(NC)C,6.006e+02,2.488e-01
CCCCCCN(C)C,6.071e+02,2.420e-01
CCCCN(CC)CC,6.006e+02,2.399e-01
CCN(C(C)C)C(C)C,5.935e+02,2.453e-01
CCCN(CCC)CC,6.041e+02,2.398e-01
CC(CCC[C@H](N)C)C,6.206e+02,2.487e-01
CCCCCC[C@@H](N)C,6.277e+02,2.440e-01
CCCCCC[C@H](N)C,6.273e+02,2.451e-01
CC(N(C(C)(C)C)C)C,5.892e+02,2.526e-01
CC(CC(N)(C)C)(C)C,6.055e+02,2.599e-01
C/C=C\c1ccccc1,6.528e+02,2.879e-01
C/C=C/c1ccccc1,6.568e+02,2.858e-01
C=CCc1ccccc1,6.429e+02,2.834e-01
CC(=C)c1ccccc1,6.349e+02,2.839e-01
C=Cc1cccc(c1)C,6.523e+02,2.860e-01
C=Cc1ccccc1C,6.595e+02,2.842e-01
C=Cc1ccc(cc1)C,6.594e+02,2.809e-01
C1CC1c1ccccc1,6.718e+02,2.965e-01
CC1=CC=CC=CC=C1,7.118e+02,2.961e-01
CC(c1ccccc1)C,6.310e+02,2.810e-01
CCc1cccc(c1)C,6.357e+02,2.813e-01
CCc1ccccc1C,6.483e+02,2.805e-01
CCc1ccc(cc1)C,6.450e+02,2.757e-01
Cc1c(C)cccc1C,6.724e+02,2.796e-01
Cc1ccc(c(c1)C)C,6.660e+02,2.751e-01
Cc1cc(C)cc(c1)C,6.504e+02,2.793e-01
CCCc1ccccc1,6.297e+02,2.792e-01
C=CCC1CCCCC1,6.196e+02,2.631e-01
C1CCC/C=C\CCC1,6.780e+02,2.767e-01
C1CCC/C=C/CCC1,6.764e+02,2.753e-01
C=CCCCCCC=C,5.934e+02,2.439e-01
C/C=C/CCC/C=C/C,5.992e+02,2.404e-01
CC/C=C/C(=C/CC)/C,6.158e+02,2.458e-01
C/C=C/C=C/CC(C)C,6.015e+02,2.440e-01
CC/C=C(/C=C(C)C)\C,6.188e+02,2.465e-01
CC(C/C=C/C(=C)C)C,6.080e+02,2.436e-01
CC(=C)CCC=C(C)C,6.154e+02,2.421e-01
CC/C(=C/C(=C/C)/C)/C,6.208e+02,2.438e-01
C=CCC(C(=C)C)CC,6.003e+02,2.470e-01
CC1=C(C)CCCC1C,6.481e+02,2.703e-01
CC1CC(C)C=C(C1)C,6.257e+02,2.647e-01
CC1=CCC(CC1)(C)C,6.156e+02,2.705e-01
CC1=CCC(C(C1)C)C,6.299e+02,2.663e-01
CC1=CCCC(C1)(C)C,6.164e+02,2.694e-01
CC1C(C)CCC=C1C,6.321e+02,2.675e-01
CC1=CCCCC1(C)C,6.323e+02,2.687e-01
CCC1=CCC(CC1)C,6.259e+02,2.652e-01
CC=C1CCCCC1C,6.399e+02,2.649e-01
C=C1[C@H](C)CCC[C@H]1C,6.324e+02,2.634e-01
CC(C1=CCCCC1)C,6.265e+02,2.664e-01
C=CCCCC=C(C)C,6.065e+02,2.431e-01
CC1C=CCC(C1)(C)C,6.103e+02,2.657e-01
CCCCCCCC=C,5.901e+02,2.390e-01
CCCCCC/C=C/C,5.918e+02,2.379e-01
CCCCC/C=C/CC,5.918e+02,2.352e-01
CCCC/C=C/CCC,5.877e+02,2.383e-01
CCCCCCC(=C)C,6.010e+02,2.393e-01
CCCCCC(=CC)C,6.020e+02,2.422e-01
CC/C=C/CCC(C)C,5.874e+02,2.387e-01
CCCC=CCC(C)C,5.866e+02,2.361e-01
CCCCC(=C(C)C)C,6.164e+02,2.446e-01
CC(C/C=C/C(C)C)C,5.797e+02,2.369e-01
C=CC1CC1,4.821e+02,2.599e-01
CCC=CC,4.658e+02,2.394e-01
CC1CC(C)CC(=C)C1,6.255e+02,2.599e-01
CC(CC=CC(C)C)C,5.819e+02,2.357e-01
CC(=CCC=C(C)C)C,6.095e+02,2.486e-01
CCC(=CC(=C)CC)C,6.124e+02,2.453e-01
CC(CC(=C(C)C)C)C,6.126e+02,2.455e-01
CC1CC(=CC(=C1)C)C,6.559e+02,2.703e-01
CCCCC(=C)CCC,6.016e+02,2.382e-01
CC=C1CCC(CC1)C,6.391e+02,2.626e-01
CCCC/C=C\CCC,6.012e+02,2.351e-01
C=C1CC2CCC1CC2,6.336e+02,2.914e-01
CC(=C)C1CCCC1C,6.361e+02,2.621e-01
CCCCCC=CCC,5.872e+02,2.378e-01
CC(=C)C(C(=C)C)(C)C,6.222e+02,2.489e-01
C=C1CCCC(C1)(C)C,6.174e+02,2.654e-01
CCCC(CC=C)(C)C,5.855e+02,2.417e-01
CC1C=CCCC1(C)C,6.283e+02,2.664e-01
CCCC=C(CCC)C,6.011e+02,2.375e-01
C=CC(CC(C)C)(C)C,5.854e+02,2.438e-01
C=CCC1(C)CCCC1,6.036e+02,2.599e-01
C1CC2CCC(C1)C=C2,6.590e+02,2.969e-01
CCCCC/C=C\CC,5.990e+02,2.368e-01
C=CC1CCCC(C1)C,6.142e+02,2.640e-01
CC1=CC[C@@H]([C@@H](C1)C)C,6.362e+02,2.638e-01
CCC(=C(C)C)C(C)C,6.207e+02,2.461e-01
C[C@@H]1[C@@H](C)CC=C[C@@H]1C,6.364e+02,2.655e-01
CCCC(=C)CC(C)C,6.009e+02,2.412e-01
C=CC1=C(C)CCCC1,6.680e+02,2.719e-01
CC=CC1CCCCC1,6.240e+02,2.656e-01
CCCC(C(=C)C)(C)C,5.934e+02,2.476e-01
CCC=C(CC(C)C)C,6.009e+02,2.392e-01
CCC(=CC=C(C)C)C,6.239e+02,2.463e-01
CCCCCC/C=C\C,6.038e+02,2.348e-01
C1CC2CCC=C(C1)C2,6.719e+02,2.974e-01
CC(=C)c1ccccc1C,6.690e+02,2.805e-01
C/C=C(\c1ccccc1)/C,6.606e+02,2.780e-01
CC(=C)C1(C)CCCCC1,6.604e+02,2.690e-01
CC1(C)CC=CC(C1)(C)C,6.276e+02,2.688e-01
CC=CC(C(C)(C)C)(C)C,6.077e+02,2.518e-01
CC1=CC[C@@H](CC1)C(=C)C,6.735e+02,2.681e-01
CC=C(c1ccccc1)C,6.691e+02,2.781e-01
CCC1C=CC=C(C1)CC,6.691e+02,2.642e-01
C=C1CCC(=CC1)C(C)C,6.648e+02,2.625e-01
CC(=C)CC(C(C)C)(C)C,6.323e+02,2.522e-01
CC(=C1CCCCCC1)C,6.950e+02,2.677e-01
CCCc1ccccc1C,6.706e+02,2.732e-01
CC(=CC(=C)C(C)(C)C)C,6.282e+02,2.464e-01
C[C@H]1CCC(=CC1)C(C)C,6.504e+02,2.599e-01
C=C/C(=C/CC=C(C)C)/C,6.503e+02,2.487e-01
CC(CCC(=C)C(C)C)C,6.169e+02,2.399e-01
CC(C1CCC(=C)C=C1)C,6.811e+02,2.691e-01
CCCCC(C=CC)CC,6.097e+02,2.337e-01
CCCC=C(CC(C)C)C,6.240e+02,2.392e-01
CCCC1=CC=C(CC1)C,6.854e+02,2.642e-01
CC1=CC[C@H](CC1)C(=C)C,6.805e+02,2.647e-01
CC=CC1CCCC(C1)C,6.446e+02,2.582e-01
CC(=C)C1CCC=CC1C,6.695e+02,2.665e-01
CCC(=C)C=CCC(C)C,6.291e+02,2.424e-01
CC(=C)C1CCCCC1C,6.694e+02,2.669e-01
CCc1cccc(c1C)C,6.842e+02,2.812e-01
CC1=CC[C@@H](C=C1)C(C)C,6.778e+02,2.675e-01
C=C[C@H](c1ccccc1)C,6.575e+02,2.802e-01
CCC(=CCC=C(C)C)C,6.322e+02,2.435e-01
C=CCCCCC(C)(C)C,6.060e+02,2.375e-01
CC1=CC=C(CC1)C(C)C,6.771e+02,2.687e-01
CCC(=C)C(C(C)C)(C)C,6.351e+02,2.486e-01
CCC(CCC=C(C)C)C,6.262e+02,2.402e-01
CC1=C(C)C(CCC1)(C)C,6.683e+02,2.687e-01
CC(c1ccccc1C)C,6.686e+02,2.754e-01
CC1CC=C(C=C1)C(C)C,6.613e+02,2.655e-01
CC=C(CCCC(C)C)C,6.289e+02,2.384e-01
Cc1cc(C)c(cc1C)C,6.938e+02,2.752e-01
CCc1ccc(cc1)CC,6.651e+02,2.715e-01
CC/C=C/c1ccccc1,6.782e+02,2.759e-01
C=CCCCCCCC=C,6.223e+02,2.383e-01
CCC1=CCCC(C1)(C)C,6.399e+02,2.646e-01
CC1=CC=CC(C1C)(C)C,6.524e+02,2.754e-01
CCC(c1ccccc1)C,6.501e+02,2.768e-01
CCCC(CC=C)CC=C,6.167e+02,2.417e-01
CC1=CCCC(C1=C)(C)C,6.866e+02,2.721e-01
CCCCC1=CCCCC1,6.592e+02,2.612e-01
CC(C1CCCC=C1)(C)C,6.527e+02,2.680e-01
CC1CC1c1ccccc1,6.669e+02,2.919e-01
C=CC(CCC=C(C)C)C,6.248e+02,2.431e-01
CC=CCc1ccccc1,6.649e+02,2.786e-01
CC1=CC[C@H](C=C1)C(C)C,6.788e+02,2.668e-01
CC1=C(C)C(CC=C1)(C)C,6.765e+02,2.737e-01
CC1(C)C=CC(C=C1)(C)C,6.389e+02,2.701e-01
CC1=CC(CCC1)C(=C)C,6.695e+02,2.702e-01
C1CC[C@H]2[C@@H](C1)C=CCC2,6.956e+02,2.918e-01
CC(=C)C(C(C)(C)C)(C)C,6.476e+02,2.552e-01
CCC(=C)C(C(C)(C)C)C,6.249e+02,2.459e-01
C[C@@H]1CC[C@@H](CC1)C(=C)C,6.621e+02,2.629e-01
CCc1ccccc1CC,6.661e+02,2.784e-01
CC(C1=C(C)CCCC1)C,6.698e+02,2.639e-01
CCCCCCCC(=C)C,6.265e+02,2.370e-01
CC1CC=CCC1=CC=C,6.792e+02,2.729e-01
CC1=CCC(=CC1)C(C)C,6.562e+02,2.645e-01
CCC(=C(CC)CC)CC,6.361e+02,2.450e-01
CCC1=CC=CC=CC=C1,7.219e+02,2.885e-01
CCCCC/C=C/CCC,6.167e+02,2.342e-01
C/C=C(/c1ccccc1)\C,6.637e+02,2.827e-01
CCC(C(C(=C)C)C)CC,6.257e+02,2.473e-01
CCC1CC=CC(C1)CC,6.522e+02,2.583e-01
CC(=C)[C@H]1CC=CC[C@@H]1C,6.701e+02,2.698e-01
CCCC=C(C=C(C)C)C,6.446e+02,2.438e-01
CCC=C1CCCC(C1)C,6.519e+02,2.601e-01
CC(CC=CCC(C)C)C,6.121e+02,2.362e-01
C/C=C/c1ccc(cc1)C,6.909e+02,2.717e-01
C=CC1C(C)C(C1C=C)C,5.671e+02,2.526e-01
CC(C1=CCCCCC1)C,6.648e+02,2.633e-01
CCC(C(C(=C)C)(C)C)C,6.331e+02,2.494e-01
C=CC1CC(C)CC(=C1)C,6.567e+02,2.650e-01
C1CCC2=CCCCC2C1,6.986e+02,2.915e-01
CC1=CCC(=C(C)C)CC1,7.053e+02,2.659e-01
CC(=CC(C)(C)C)C(C)C,6.190e+02,2.472e-01
CC[C@@H]1C[C@@H]2CC[C@H]1C=C2,6.658e+02,2.856e-01
CCCC(=CCC)CCC,6.208e+02,2.400e-01
CC1C(C)CC=CC=C1C,6.939e+02,2.719e-01
CC1CCC(C=C1)C(C)C,6.520e+02,2.624e-01
CC(CC1CCCC=C1)C,6.563e+02,2.614e-01
Cc1cc(C)c(c(c1)C)C,6.944e+02,2.774e-01
C=CCCC1CCCC=C1,6.654e+02,2.640e-01
CCC(CC=C(C)C)(C)C,6.216e+02,2.409e-01
CCCCc1ccccc1,6.552e+02,2.734e-01
CC(CC(C(=C)C)(C)C)C,6.254e+02,2.481e-01
C=CC=Cc1ccccc1,6.936e+02,2.839e-01
C=C1C=CC(C(=C1)C)(C)C,6.827e+02,2.750e-01
CC(/C=C/C(C)(C)C)(C)C,5.717e+02,2.418e-01
CCC(C(=C(C)C)C)(C)C,6.496e+02,2.502e-01
CC1=CCC(C=C1)C(C)C,6.800e+02,2.656e-01
CC1CCC(CC1)C(=C)C,6.658e+02,2.633e-01
C=CCC(C(C)C)CC=C,6.244e+02,2.449e-01
CC1=CCC(CCC1)(C)C,6.555e+02,2.704e-01
CCC(=C)/C=C/C=C(C)C,6.612e+02,2.462e-01
CCCCCC=CCC=C,6.179e+02,2.391e-01
CCC(=C)CC(CC)(C)C,6.292e+02,2.437e-01
CCCC(C=CC)CCC,6.059e+02,2.386e-01
CC(C1=CCCCC1)(C)C,6.433e+02,2.657e-01
CC(C1CCCC=C1C)C,6.685e+02,2.665e-01
CCCCCC(=CC)CC,6.265e+02,2.388e-01
C=CCc1ccccc1C,6.793e+02,2.797e-01
CC1=CC=CC(C=C1)(C)C,6.842e+02,2.801e-01
CC=C(CC(CC)(C)C)C,6.296e+02,2.443e-01
CC(C(=C)C(=C)C(C)C)C,6.387e+02,2.468e-01
CCCCCC(=C)CCC,6.242e+02,2.385e-01
C=Cc1ccc(cc1)C=C,6.903e+02,2.812e-01
C=Cc1c(C)cccc1C,6.795e+02,2.824e-01
CCCC1=C(C)CCCC1,6.709e+02,2.634e-01
CC1=CCCC(C1C)(C)C,6.594e+02,2.653e-01
C1CCC2C(C1)C=CCC2,6.993e+02,2.866e-01
CCCC1=CCC(CC1)C,6.563e+02,2.570e-01
CCC1=C(CC)CCCC1,6.675e+02,2.649e-01
C=CC=CC=CC=CC=C,6.637e+02,2.524e-01
C=C(C(C)(C)C)C(C)(C)C,6.247e+02,2.535e-01
CCC(=C(C(C)(C)C)C)C,6.430e+02,2.478e-01
CC=Cc1ccc(cc1)C,6.881e+02,2.719e-01
CC1=CCCC(C1)C(C)C,6.730e+02,2.624e-01
CC(=Cc1ccccc1)C,6.793e+02,2.796e-01
CC=C(C=CCC(C)C)C,6.403e+02,2.437e-01
CC1=CC(=C)CC(C1)(C)C,6.651e+02,2.657e-01
